id	replyCount	likeCount	publishedAt	authorName	text	authorChannelId	authorChannelUrl	isReply	isReplyTo	isReplyToName
Ugw2AWIcfgq827lFCgl4AaABAg	0	0	2018-06-24 14:46:23	millieo	But they are not sending the kids back with the parents. Exactly how many parents are criminals?	UC8x9LnbwPbJeaU6PhG6Mvyw	http://www.youtube.com/channel/UC8x9LnbwPbJeaU6PhG6Mvyw	0		
Ugzsw-cwGrspKgydPux4AaABAg	0	0	2018-06-24 12:28:56	Oscar Utrera	You don’t want to get separate from your children don’t come here illegally the US is a Country of laws is that simple.	UCDYTQTBEpqj5ekUoJkrw2_A	http://www.youtube.com/channel/UCDYTQTBEpqj5ekUoJkrw2_A	0		
UgysdgWw1HHuJVh-_WJ4AaABAg	0	0	2018-06-24 11:04:23	Spencer Ko	Well it’s rio grande, the cartels on the other side tolerates far less.	UCI2p9WsXxgu8DOHDS3sOVkA	http://www.youtube.com/channel/UCI2p9WsXxgu8DOHDS3sOVkA	0		
Ugy9TL9ymC7D5CL3mV14AaABAg	0	0	2018-06-24 07:14:16	shooter4hire shooter4hire	These immigrants are ignorant and i bet they don&#39;t know how to read like most immigrants when they are told about a suituation they act like they understand what they are reading but in reality they don&#39;t they just knod there head like they do I see this every time	UC3FE3XiO80B9UMzREv1ryTw	http://www.youtube.com/channel/UC3FE3XiO80B9UMzREv1ryTw	0		
Ugyf4O8H67FfSsSay354AaABAg	0	0	2018-06-24 06:37:06	HisGrace SavedMe	Haha! She thought because this gentleman/patrol officer is a Hispanic, that he would feed into her lies and try to make things seem horrific. Like he said, you break the law, you will go through the judicial system and be separated from your child.	UC_PpgAkuyvFN-UScDWquslw	http://www.youtube.com/channel/UC_PpgAkuyvFN-UScDWquslw	0		
UgxjOCDXDZ3SWUaNvFh4AaABAg	0	0	2018-06-24 02:09:43	Michael Blevins	The scary thing about this is most leftist believe the propaganda put out by these news/ propaganda organizations! I pray and believe AMERICA is waking up!	UCMS8hVAhWiK37o7XMYkYJNw	http://www.youtube.com/channel/UCMS8hVAhWiK37o7XMYkYJNw	0		
UgzgBCoLim0qaR0En8Z4AaABAg	0	0	2018-06-24 00:52:21	Sandra Perales	I guess she couldn’t handle the truth.	UCAqt7UH08d58urWJceqED_A	http://www.youtube.com/channel/UCAqt7UH08d58urWJceqED_A	0		
UgzQbM9dNsG-4ENE1_Z4AaABAg	0	0	2018-06-24 00:00:55	Ronnie Markum	Aww, she didn&#39;t get the boo hoo&#39;s she was looking for...	UC9DUoG-KPpj3okQS4APFxTQ	http://www.youtube.com/channel/UC9DUoG-KPpj3okQS4APFxTQ	0		
Ugx1Eg9Ou6bwmVwWh8p4AaABAg	0	0	2018-06-23 23:29:48	Brenda Pulido	THE UNITED STATES OF AMERICA = MEXICO&#39;S NO. 1 DRUG CUSTOMER.	UCzyj5uFlYC5LEuRIpa-fxSQ	http://www.youtube.com/channel/UCzyj5uFlYC5LEuRIpa-fxSQ	0		
Ugy4VS5fq4CR1hK8oPZ4AaABAg	0	0	2018-06-23 21:59:51	Michele Lyn	Just cut him off guess he wasn&#39;t saying what what she wanted	UCklZdB6pe3xS4FjzXAhf3ZQ	http://www.youtube.com/channel/UCklZdB6pe3xS4FjzXAhf3ZQ	0		
UgzTxc785A-iHUq6fLR4AaABAg	0	0	2018-06-23 20:28:15	eigarza3	If I go into any other country illegally what do you think is gonna happen to me???? Oh yes come in Illegally u are so welcomed to breaking our laws, do u think they are going to receive me with open arms after I Illegally broke into Thier country!!! Hahahahaha, wishful thinking!!! Open your eyes people, every country in the world has immigration laws they follow and have to be respected and we are no different, Hello!!!!	UCtz6--RRrvhf2C_mhRPpviQ	http://www.youtube.com/channel/UCtz6--RRrvhf2C_mhRPpviQ	0		
UgxZBLOzjw61VC9cqkd4AaABAg	0	0	2018-06-23 20:20:24	eigarza3	<a href="https://youtu.be/kynsMk0PH9I">https://youtu.be/kynsMk0PH9I</a><br /><br />Truth News, watch video!!!! Unbelievable, she didn’t want to hear 2014 how convenient!!! Unbelievable	UCtz6--RRrvhf2C_mhRPpviQ	http://www.youtube.com/channel/UCtz6--RRrvhf2C_mhRPpviQ	0		
UgyxvK9JXgrOuTvHqvZ4AaABAg	0	0	2018-06-23 19:28:58	Johnny Almager	If the government decides to break one policy in one law just for certain group of people then what other laws were they break . Trump is just trying to be honest and forced every long . There is no policy change it&#39;s been the same policy this prison is just enforcing the law in the policy.	UCTnbL_afjcBXUdj98z34jRg	http://www.youtube.com/channel/UCTnbL_afjcBXUdj98z34jRg	0		
UgzV6K3X8JbZ2glfMOZ4AaABAg	0	0	2018-06-23 19:23:19	Sherry Wyllie	This needed to happen. PARENTS break the law and expect no consequences because they brought kids with them. THAT HAS TO STOP! It is not the kids fault. They did nothing wrong. The kids are being treated well and getting food, medical care and school as this process takes place.	UCnTow7Zj9nCZWE3v60rRXKQ	http://www.youtube.com/channel/UCnTow7Zj9nCZWE3v60rRXKQ	0		
